PO_No,Supplier_ID,Item_ID,Ordered_Qty,PO_Date,Expected_Receipt_Date
PO02699,SUP074,RM0153,213,2025-03-22,2025-04-04
PO02700,SUP027,RM0398,91,2025-08-10,2025-08-19
PO02701,SUP017,RM0213,351,2026-05-30,2026-06-14
PO02702,SUP087,RM0136,592,2026-02-27,2026-03-04
PO02703,SUP022,RM0125,1000,2025-01-13,2025-02-11
PO02704,SUP028,RM0288,814,2026-02-06,2026-02-13
PO02705,SUP093,RM0242,292,2025-03-02,2025-03-16
PO02706,SUP019,RM0178,962,2025-06-11,2025-06-26
PO02707,SUP077,RM0401,369,2025-12-24,2025-12-29
PO02708,SUP030,RM0472,530,2026-01-02,2026-01-14
PO02709,SUP093,RM0385,689,2026-04-25,2026-04-30
PO02710,SUP034,RM0292,690,2025-03-04,2025-03-23
PO02711,SUP054,RM0438,900,2025-08-28,2025-09-02
PO02712,SUP087,RM0293,778,2025-03-08,2025-03-17
PO02713,SUP087,RM0452,554,2025-01-12,2025-02-01
PO02714,SUP056,RM0336,509,2025-10-12,2025-10-27
PO02715,SUP083,RM0483,972,2025-02-28,2025-03-29
PO02716,SUP095,RM0486,713,2025-06-15,2025-06-25
PO02717,SUP096,RM0340,277,2026-03-07,2026-03-15
PO02718,SUP003,RM0240,505,2025-08-07,2025-08-19
PO02719,SUP091,RM0156,978,2025-10-28,2025-11-24
PO02720,SUP032,RM0483,354,2025-07-19,2025-08-15
PO02721,SUP002,RM0109,569,2026-04-14,2026-05-07
PO02722,SUP045,RM0385,116,2026-03-17,2026-03-28
PO02723,SUP017,RM0406,132,2025-02-13,2025-03-07
PO02724,SUP073,RM0108,347,2026-01-05,2026-01-31
PO02725,SUP014,RM0234,147,2025-03-25,2025-04-06
PO02726,SUP048,RM0460,460,2025-10-30,2025-11-06
PO02727,SUP086,RM0494,731,2025-06-01,2025-06-26
PO02728,SUP016,RM0293,897,2026-04-13,2026-04-23
PO02729,SUP100,RM0363,448,2025-01-30,2025-02-28
PO02730,SUP097,RM0395,185,2026-06-19,2026-06-25
PO02731,SUP079,RM0270,120,2025-01-22,2025-02-16
PO02732,SUP007,RM0428,843,2025-09-06,2025-09-23
PO02733,SUP080,RM0301,808,2026-06-25,2026-07-13
PO02734,SUP043,RM0105,78,2025-05-05,2025-05-12
PO02735,SUP058,RM0125,308,2025-05-26,2025-06-06
PO02736,SUP019,RM0489,99,2025-01-08,2025-01-27
PO02737,SUP076,RM0166,339,2025-03-31,2025-04-25
PO02738,SUP069,RM0449,161,2025-09-04,2025-09-20
PO02739,SUP015,RM0117,708,2025-08-03,2025-08-15
PO02740,SUP066,RM0399,780,2026-02-02,2026-02-21
PO02741,SUP017,RM0324,447,2025-06-01,2025-06-07
PO02742,SUP029,RM0480,391,2025-01-08,2025-01-21
PO02743,SUP082,RM0367,678,2026-05-10,2026-06-08
PO02744,SUP063,RM0250,687,2025-01-21,2025-01-27
PO02745,SUP063,RM0294,708,2025-01-31,2025-02-20
PO02746,SUP009,RM0317,322,2025-02-28,2025-03-11
PO02747,SUP054,RM0451,976,2026-04-01,2026-04-16
PO02748,SUP082,RM0411,260,2025-03-26,2025-04-09
PO02749,SUP062,RM0112,511,2025-02-16,2025-03-02
PO02750,SUP094,RM0269,323,2026-04-25,2026-05-17
PO02751,SUP059,RM0375,808,2025-12-19,2026-01-11
PO02752,SUP031,RM0263,1000,2025-04-16,2025-04-29
PO02753,SUP062,RM0392,461,2026-05-13,2026-06-07
PO02754,SUP084,RM0312,512,2025-12-16,2026-01-04
PO02755,SUP034,RM0357,612,2026-03-30,2026-04-29
PO02756,SUP058,RM0241,375,2025-07-13,2025-08-10
PO02757,SUP038,RM0460,171,2025-11-21,2025-12-14
PO02758,SUP064,RM0140,461,2025-12-03,2025-12-13
PO02759,SUP008,RM0225,487,2025-11-22,2025-11-27
PO02760,SUP089,RM0182,221,2025-11-27,2025-12-04
PO02761,SUP060,RM0298,202,2025-01-02,2025-01-12
PO02762,SUP052,RM0382,904,2026-03-01,2026-03-12
PO02763,SUP065,RM0468,990,2025-11-05,2025-11-19
PO02764,SUP007,RM0448,337,2025-05-22,2025-06-15
PO02765,SUP069,RM0117,635,2025-05-07,2025-05-28
PO02766,SUP063,RM0360,810,2026-02-15,2026-03-05
PO02767,SUP022,RM0467,611,2026-05-25,2026-06-10
PO02768,SUP009,RM0467,195,2025-01-28,2025-02-02
PO02769,SUP064,RM0243,499,2026-05-13,2026-06-03
PO02770,SUP019,RM0407,205,2026-04-11,2026-04-28
PO02771,SUP002,RM0227,787,2025-04-01,2025-04-16
PO02772,SUP049,RM0423,70,2025-12-23,2025-12-29
PO02773,SUP050,RM0271,59,2025-02-19,2025-03-13
PO02774,SUP031,RM0190,586,2025-11-22,2025-11-28
PO02775,SUP037,RM0245,875,2025-10-05,2025-10-19
PO02776,SUP056,RM0428,496,2025-10-29,2025-11-13
PO02777,SUP056,RM0496,968,2025-06-09,2025-06-22
PO02778,SUP083,RM0482,990,2025-08-13,2025-08-19
PO02779,SUP045,RM0211,359,2025-01-14,2025-01-23
PO02780,SUP096,RM0127,160,2025-12-31,2026-01-30
PO02781,SUP077,RM0245,325,2025-09-24,2025-10-15
PO02782,SUP092,RM0449,58,2025-11-22,2025-12-22
PO02783,SUP089,RM0242,832,2026-05-22,2026-06-17
PO02784,SUP098,RM0360,96,2025-07-06,2025-07-17
PO02785,SUP005,RM0286,646,2025-05-31,2025-06-29
PO02786,SUP056,RM0119,332,2026-04-23,2026-05-17
PO02787,SUP009,RM0345,187,2025-02-25,2025-03-19
PO02788,SUP098,RM0349,896,2025-11-23,2025-12-13
PO02789,SUP026,RM0416,426,2025-01-22,2025-02-14
PO02790,SUP030,RM0309,410,2025-05-08,2025-05-16
PO02791,SUP039,RM0433,185,2025-02-08,2025-02-20
PO02792,SUP046,RM0208,365,2026-03-19,2026-04-16
PO02793,SUP013,RM0340,208,2025-07-15,2025-07-31
PO02794,SUP014,RM0180,358,2026-04-05,2026-05-04
PO02795,SUP091,RM0267,834,2025-01-28,2025-02-27
PO02796,SUP018,RM0140,269,2025-03-04,2025-03-27
PO02797,SUP047,RM0453,215,2025-02-03,2025-02-25
PO02798,SUP045,RM0449,439,2025-07-16,2025-08-02
PO02799,SUP045,RM0370,318,2025-10-14,2025-10-31
PO02800,SUP048,RM0304,468,2025-05-15,2025-05-26
PO02801,SUP058,RM0435,842,2026-03-29,2026-04-13
PO02802,SUP035,RM0126,478,2025-12-21,2026-01-06
PO02803,SUP017,RM0173,455,2025-11-03,2025-11-22
PO02804,SUP009,RM0374,281,2025-03-10,2025-03-19
PO02805,SUP033,RM0165,662,2025-04-15,2025-04-22
PO02806,SUP012,RM0112,157,2025-12-29,2026-01-15
PO02807,SUP074,RM0306,860,2025-12-07,2025-12-17
PO02808,SUP086,RM0441,118,2025-08-17,2025-08-22
PO02809,SUP066,RM0498,917,2025-11-13,2025-12-07
PO02810,SUP041,RM0491,923,2025-04-29,2025-05-12
PO02811,SUP086,RM0188,848,2025-08-13,2025-08-24
PO02812,SUP037,RM0206,918,2025-06-07,2025-07-02
PO02813,SUP088,RM0248,126,2025-07-24,2025-08-01
PO02814,SUP002,RM0497,235,2026-06-18,2026-07-04
PO02815,SUP062,RM0208,344,2025-07-17,2025-08-01
PO02816,SUP044,RM0109,277,2025-10-14,2025-11-06
PO02817,SUP095,RM0280,715,2025-08-24,2025-09-18
PO02818,SUP033,RM0285,780,2025-01-06,2025-01-22
PO02819,SUP097,RM0474,840,2025-05-29,2025-06-13
PO02820,SUP003,RM0143,719,2025-05-14,2025-05-29
PO02821,SUP063,RM0304,474,2025-07-14,2025-08-01
PO02822,SUP012,RM0245,715,2025-09-20,2025-09-30
PO02823,SUP095,RM0347,776,2025-04-07,2025-04-20
PO02824,SUP050,RM0162,575,2026-01-29,2026-02-22
PO02825,SUP047,RM0468,394,2026-04-08,2026-05-06
PO02826,SUP052,RM0145,574,2025-01-15,2025-02-07
PO02827,SUP078,RM0206,577,2025-09-04,2025-09-15
PO02828,SUP051,RM0111,979,2025-09-20,2025-10-18
PO02829,SUP085,RM0347,401,2025-10-01,2025-10-28
PO02830,SUP008,RM0421,217,2026-01-16,2026-02-05
PO02831,SUP043,RM0256,56,2026-02-15,2026-03-06
PO02832,SUP090,RM0487,540,2025-09-13,2025-10-12
PO02833,SUP033,RM0163,578,2025-09-13,2025-10-05
PO02834,SUP085,RM0365,460,2026-02-14,2026-02-28
PO02835,SUP041,RM0158,500,2025-01-21,2025-02-12
PO02836,SUP004,RM0175,404,2025-12-09,2026-01-08
PO02837,SUP090,RM0249,847,2025-12-01,2025-12-11
PO02838,SUP007,RM0442,709,2025-01-14,2025-02-04
PO02839,SUP034,RM0376,605,2026-02-10,2026-03-03
PO02840,SUP006,RM0156,562,2025-05-13,2025-05-25
PO02841,SUP085,RM0170,940,2026-03-29,2026-04-05
PO02842,SUP033,RM0335,129,2025-06-14,2025-07-01
PO02843,SUP067,RM0145,659,2026-04-20,2026-05-01
PO02844,SUP010,RM0278,309,2026-01-18,2026-01-31
PO02845,SUP002,RM0292,404,2026-03-19,2026-04-02
PO02846,SUP035,RM0130,596,2025-05-28,2025-06-25
PO02847,SUP047,RM0410,132,2026-02-23,2026-03-04
PO02848,SUP065,RM0228,829,2026-03-07,2026-04-04
PO02849,SUP090,RM0206,376,2025-06-09,2025-06-30
PO02850,SUP030,RM0284,512,2025-08-29,2025-09-10
PO02851,SUP079,RM0407,602,2026-03-15,2026-03-21
PO02852,SUP067,RM0222,627,2025-12-02,2025-12-21
PO02853,SUP056,RM0392,396,2026-06-03,2026-07-01
PO02854,SUP035,RM0455,935,2025-03-24,2025-04-15
PO02855,SUP009,RM0147,521,2025-09-27,2025-10-06
PO02856,SUP007,RM0351,569,2025-08-13,2025-09-03
PO02857,SUP067,RM0237,119,2025-06-30,2025-07-17
PO02858,SUP044,RM0171,199,2025-02-21,2025-03-03
PO02859,SUP073,RM0229,356,2025-04-28,2025-05-16
PO02860,SUP077,RM0121,882,2025-08-10,2025-09-09
PO02861,SUP100,RM0193,964,2025-03-02,2025-03-12
PO02862,SUP012,RM0126,286,2025-10-23,2025-11-03
PO02863,SUP096,RM0320,284,2025-10-17,2025-10-29
PO02864,SUP063,RM0408,794,2025-03-17,2025-03-23
PO02865,SUP021,RM0411,82,2025-06-19,2025-06-26
PO02866,SUP014,RM0193,468,2025-11-14,2025-12-11
PO02867,SUP053,RM0471,956,2026-05-01,2026-05-22
PO02868,SUP057,RM0176,521,2026-01-20,2026-02-02
PO02869,SUP039,RM0327,997,2025-02-27,2025-03-14
PO02870,SUP089,RM0326,447,2025-03-17,2025-04-13
PO02871,SUP071,RM0125,260,2025-06-26,2025-07-02
PO02872,SUP028,RM0460,574,2026-05-23,2026-06-16
PO02873,SUP046,RM0183,885,2025-06-15,2025-07-13
PO02874,SUP061,RM0279,546,2026-01-27,2026-02-03
PO02875,SUP093,RM0385,296,2026-04-19,2026-05-12
PO02876,SUP035,RM0278,706,2025-02-16,2025-02-28
PO02877,SUP037,RM0186,223,2025-06-01,2025-06-25
PO02878,SUP091,RM0421,644,2026-04-28,2026-05-20
PO02879,SUP072,RM0384,224,2025-10-01,2025-10-30
PO02880,SUP058,RM0216,814,2026-01-17,2026-02-05
PO02881,SUP034,RM0388,552,2025-05-28,2025-06-15
PO02882,SUP099,RM0498,828,2025-11-07,2025-11-26
PO02883,SUP016,RM0277,565,2025-02-10,2025-02-25
PO02884,SUP069,RM0429,604,2026-04-12,2026-05-02
PO02885,SUP041,RM0429,242,2025-10-14,2025-11-04
PO02886,SUP007,RM0451,791,2026-03-09,2026-03-25
PO02887,SUP032,RM0229,708,2025-09-21,2025-10-03
PO02888,SUP036,RM0162,333,2025-02-06,2025-02-26
PO02889,SUP061,RM0383,377,2025-01-21,2025-02-18
PO02890,SUP061,RM0443,860,2026-02-25,2026-03-27
PO02891,SUP042,RM0276,75,2025-06-25,2025-07-06
PO02892,SUP073,RM0206,512,2026-06-08,2026-06-15
PO02893,SUP060,RM0210,316,2026-03-28,2026-04-20
PO02894,SUP094,RM0209,165,2025-09-17,2025-09-30
PO02895,SUP054,RM0360,105,2025-12-30,2026-01-25
PO02896,SUP006,RM0338,978,2025-05-31,2025-06-10
PO02897,SUP084,RM0212,524,2026-04-23,2026-05-20
PO02898,SUP081,RM0352,882,2025-08-12,2025-08-24
PO02899,SUP074,RM0425,100,2026-03-25,2026-04-17
PO02900,SUP083,RM0353,790,2025-02-25,2025-03-27
PO02901,SUP071,RM0472,723,2025-08-28,2025-09-26
PO02902,SUP026,RM0255,272,2025-09-02,2025-09-07
PO02903,SUP019,RM0181,248,2026-04-06,2026-04-24
PO02904,SUP078,RM0260,165,2025-10-09,2025-10-30
PO02905,SUP099,RM0447,944,2026-03-14,2026-04-08
PO02906,SUP010,RM0304,894,2025-05-19,2025-05-27
PO02907,SUP024,RM0145,934,2026-06-19,2026-07-08
PO02908,SUP013,RM0176,513,2026-04-09,2026-04-14
PO02909,SUP046,RM0346,524,2025-11-21,2025-12-05
PO02910,SUP033,RM0484,163,2025-08-09,2025-08-29
PO02911,SUP006,RM0151,94,2025-06-08,2025-06-25
PO02912,SUP050,RM0147,676,2025-03-29,2025-04-19
PO02913,SUP039,RM0488,635,2025-02-01,2025-02-13
PO02914,SUP069,RM0399,676,2025-10-11,2025-10-25
PO02915,SUP079,RM0449,507,2025-10-13,2025-10-20
PO02916,SUP054,RM0261,181,2025-05-16,2025-06-12
PO02917,SUP064,RM0466,275,2025-04-21,2025-04-30
PO02918,SUP013,RM0277,222,2026-06-17,2026-06-23
PO02919,SUP087,RM0226,910,2025-04-10,2025-04-25
PO02920,SUP040,RM0493,993,2026-06-10,2026-07-05
PO02921,SUP088,RM0494,599,2025-03-17,2025-04-16
PO02922,SUP096,RM0408,540,2025-10-14,2025-10-27
PO02923,SUP001,RM0461,312,2026-03-20,2026-04-14
PO02924,SUP096,RM0116,440,2025-08-26,2025-09-14
PO02925,SUP094,RM0401,565,2025-08-13,2025-08-27
PO02926,SUP009,RM0186,458,2025-09-28,2025-10-25
PO02927,SUP018,RM0429,458,2026-04-30,2026-05-30
PO02928,SUP094,RM0474,203,2025-05-11,2025-06-08
PO02929,SUP050,RM0463,478,2026-03-28,2026-04-23
PO02930,SUP024,RM0323,144,2025-03-20,2025-03-30
PO02931,SUP100,RM0124,716,2025-04-18,2025-05-14
PO02932,SUP041,RM0132,441,2025-03-04,2025-03-16
PO02933,SUP075,RM0292,969,2026-03-18,2026-04-05
PO02934,SUP075,RM0229,894,2025-05-31,2025-06-25
PO02935,SUP036,RM0147,624,2025-09-16,2025-10-06
PO02936,SUP003,RM0482,544,2026-01-01,2026-01-17
PO02937,SUP052,RM0422,338,2025-05-23,2025-05-31
PO02938,SUP003,RM0447,400,2025-05-08,2025-05-17
PO02939,SUP065,RM0450,542,2025-10-01,2025-10-10
PO02940,SUP088,RM0110,573,2026-03-27,2026-04-11
PO02941,SUP077,RM0419,176,2025-04-08,2025-04-19
PO02942,SUP055,RM0249,54,2026-04-17,2026-05-10
PO02943,SUP001,RM0131,651,2026-04-13,2026-05-03
PO02944,SUP091,RM0494,521,2025-07-12,2025-07-18
PO02945,SUP004,RM0458,202,2025-01-03,2025-01-29
PO02946,SUP088,RM0402,832,2025-07-24,2025-08-02
PO02947,SUP046,RM0208,1000,2025-08-22,2025-09-07
PO02948,SUP082,RM0142,923,2026-04-28,2026-05-14
PO02949,SUP005,RM0347,141,2026-04-21,2026-05-13
PO02950,SUP037,RM0437,958,2026-04-14,2026-05-05
PO02951,SUP072,RM0320,837,2026-06-06,2026-06-25
PO02952,SUP001,RM0442,60,2026-03-18,2026-04-07
PO02953,SUP037,RM0213,631,2025-08-07,2025-08-30
PO02954,SUP053,RM0116,775,2025-05-30,2025-06-25
PO02955,SUP092,RM0441,508,2025-03-10,2025-04-03
PO02956,SUP073,RM0472,557,2025-04-23,2025-05-22
PO02957,SUP028,RM0236,364,2026-05-29,2026-06-21
PO02958,SUP034,RM0323,268,2026-03-16,2026-04-02
PO02959,SUP037,RM0305,793,2026-01-25,2026-02-19
PO02960,SUP043,RM0428,85,2025-02-11,2025-02-17
PO02961,SUP057,RM0286,749,2026-02-07,2026-03-02
PO02962,SUP062,RM0358,829,2026-03-12,2026-04-09
PO02963,SUP063,RM0159,454,2025-07-18,2025-08-16
PO02964,SUP021,RM0286,972,2025-01-01,2025-01-22
PO02965,SUP024,RM0245,439,2025-10-21,2025-10-26
PO02966,SUP026,RM0352,544,2026-04-22,2026-05-06
PO02967,SUP072,RM0165,632,2026-04-27,2026-05-17
PO02968,SUP004,RM0119,635,2025-05-24,2025-06-15
PO02969,SUP096,RM0312,809,2025-05-30,2025-06-12
PO02970,SUP040,RM0478,707,2026-04-12,2026-04-28
PO02971,SUP063,RM0354,163,2025-07-03,2025-07-13
PO02972,SUP031,RM0129,253,2026-03-26,2026-04-02
PO02973,SUP092,RM0308,262,2026-02-24,2026-03-08
PO02974,SUP058,RM0256,617,2025-05-05,2025-05-21
PO02975,SUP074,RM0225,949,2025-10-22,2025-11-12
PO02976,SUP009,RM0445,514,2026-06-19,2026-07-01
PO02977,SUP032,RM0251,745,2025-08-21,2025-09-17
PO02978,SUP070,RM0344,672,2025-01-19,2025-02-12
PO02979,SUP096,RM0208,583,2025-07-08,2025-07-16
PO02980,SUP027,RM0110,522,2026-05-27,2026-06-24
PO02981,SUP023,RM0356,382,2025-02-16,2025-03-10
PO02982,SUP023,RM0337,154,2025-09-01,2025-09-30
PO02983,SUP002,RM0193,630,2025-05-10,2025-05-23
PO02984,SUP076,RM0295,286,2025-08-10,2025-08-23
PO02985,SUP071,RM0473,949,2026-01-23,2026-02-01
PO02986,SUP042,RM0375,94,2025-06-28,2025-07-27
PO02987,SUP073,RM0237,306,2026-06-22,2026-06-29
PO02988,SUP016,RM0395,240,2025-11-08,2025-11-27
PO02989,SUP048,RM0409,121,2025-10-08,2025-11-06
PO02990,SUP025,RM0328,291,2026-05-27,2026-06-07
PO02991,SUP009,RM0454,894,2025-01-14,2025-02-06
PO02992,SUP043,RM0165,867,2025-08-29,2025-09-12
PO02993,SUP072,RM0251,72,2025-08-29,2025-09-23
PO02994,SUP071,RM0314,620,2025-01-08,2025-01-30
PO02995,SUP023,RM0411,403,2025-04-23,2025-04-28
PO02996,SUP026,RM0293,399,2025-04-07,2025-05-01
PO02997,SUP023,RM0271,276,2025-04-05,2025-04-28
PO02998,SUP045,RM0350,667,2025-12-31,2026-01-09
PO02999,SUP055,RM0119,365,2025-01-06,2025-01-15
PO03000,SUP025,RM0128,392,2026-05-30,2026-06-23
